tile_id,filename,md5_hash,filesize_bytes,type,in_train,dataset
RG312186,RG312186_satellite.tif,05b14748616bdc6a25c902e2c807430c,1806474,satellite,TRUE,train_img
JJ564328,JJ564328_satellite.tif,5a5ae888ea40673bd307d39e18507fa0,1804822,satellite,TRUE,train_img
AJ626598,AJ626598_satellite.tif,29a3851aaf543d34a4c4ebe29a76b6bb,1453516,satellite,TRUE,train_img
PQ728328,PQ728328_satellite.tif,5abcd26863dd692716bc9c5d2112c444,1645492,satellite,TRUE,train_img
KA384124,KA384124_satellite.tif,48d4ecbcf38fc54ddb1bbdf26de80c64,1837744,satellite,TRUE,train_img
ZF110825,ZF110825_satellite.tif,4a2bcfd7788db8d5d11fbc4ccdf6f545,1375541,satellite,TRUE,train_img
TV495861,TV495861_satellite.tif,758d95fb1c20e49bb38b56db092fa1bf,1611481,satellite,TRUE,train_img
VL174838,VL174838_satellite.tif,b41427f12bc4035b7cb546a5ac8f241b,1540531,satellite,TRUE,train_img
KG926301,KG926301_satellite.tif,666f6c52fa2167d10f47acb975d6a43c,1672740,satellite,TRUE,train_img
PI754221,PI754221_satellite.tif,72ee221f685c1d7ff4c1f2268cc8b86b,1907304,satellite,TRUE,train_img
FM547887,FM547887_satellite.tif,f32f3947faeea9569faa6b26c8c1404b,1360703,satellite,TRUE,train_img
GF726768,GF726768_satellite.tif,0b646a4ae97d067876924861b10f7dfc,1886684,satellite,TRUE,train_img
PP434397,PP434397_satellite.tif,f41593a274c694ea11fdcbb8356ffddc,1364768,satellite,TRUE,train_img
NC518767,NC518767_satellite.tif,8fa0339336ab9b6f681d5518cfb95f7f,1679757,satellite,TRUE,train_img
CE948844,CE948844_satellite.tif,1bdbb373c2d315e6f3c5797d5fe13dda,1474211,satellite,TRUE,train_img
AU486804,AU486804_satellite.tif,d7efa8fc06bac7c337976623250a61ec,1814277,satellite,TRUE,train_img
FE721311,FE721311_satellite.tif,d55c8e5728afba3636febdc404ef62c5,1567412,satellite,TRUE,train_img
CK905940,CK905940_satellite.tif,68dca24815cf6a62b24ba1c2980035d0,1740659,satellite,TRUE,train_img
BE720140,BE720140_satellite.tif,d09b871e6c5947f5b3eb5f8a009d0c6b,1779078,satellite,TRUE,train_img
YV835189,YV835189_satellite.tif,f11c43245a74f3790e4c6ea2b79e6091,1353906,satellite,TRUE,train_img
HN356233,HN356233_satellite.tif,f5568d6fd97887c9d0aa537ec3c099c7,1767846,satellite,TRUE,train_img
XZ261658,XZ261658_satellite.tif,fc5a4d7a232ddfc06423e3799359422f,1650356,satellite,TRUE,train_img
FT857826,FT857826_satellite.tif,411237d9ffbea8c7d6c66a2476946c5f,1349508,satellite,TRUE,train_img
YF144821,YF144821_satellite.tif,c608bdc7cd69f6934382f11d791be8a6,1610973,satellite,TRUE,train_img
CK795463,CK795463_satellite.tif,f2f522928a2eafea5c9e62a70d519823,1605903,satellite,TRUE,train_img
QA777702,QA777702_satellite.tif,0c92d7ab7deb2a6ed9b229c6ed91bf5b,1748278,satellite,TRUE,train_img
KD303981,KD303981_satellite.tif,6a0cabd1b1330c3da1af75a8aa13f9d9,1668727,satellite,TRUE,train_img
DH786504,DH786504_satellite.tif,1226f9acd5387807a1ba6a6797708e35,1911756,satellite,TRUE,train_img
BB385853,BB385853_satellite.tif,7d0cb9899b3b05e836fd3223e3570970,1380323,satellite,TRUE,train_img
UC285367,UC285367_satellite.tif,244b3ab1e32d1d6c5d184aa3932eea05,1465230,satellite,TRUE,train_img
XJ636201,XJ636201_satellite.tif,f7ab289948f3a43ee0d26487ff45e969,1673716,satellite,TRUE,train_img
DW490583,DW490583_satellite.tif,1a5fc17a45e5330b3a875976ee90b84f,1230872,satellite,TRUE,train_img
NR537420,NR537420_satellite.tif,e8b121a13b59911218929072af54d1bc,1559360,satellite,TRUE,train_img
SD656624,SD656624_satellite.tif,b78409ad4d64f30a4147997dc112e455,1799019,satellite,TRUE,train_img
RR161328,RR161328_satellite.tif,75af242d1ea7ec1386c84723a59551f3,1413369,satellite,TRUE,train_img
JY240053,JY240053_satellite.tif,b6e3549198b9a791c2beb4d7cbe4a077,1353512,satellite,TRUE,train_img
VA144648,VA144648_satellite.tif,07c22020755a50fc644a10a52545e6d3,1352416,satellite,TRUE,train_img
FS626884,FS626884_satellite.tif,b0ab9d84913343593d31a345c0fa9084,1619367,satellite,TRUE,train_img
PO769286,PO769286_satellite.tif,235b7e8609a2b779bbd7325899fe4786,1500038,satellite,TRUE,train_img
HK646078,HK646078_satellite.tif,68862f4d667115da77e87f6ab027203a,1554764,satellite,TRUE,train_img
XM768787,XM768787_satellite.tif,b8b1e109dc4783fd15945335e7c33c50,1559091,satellite,TRUE,train_img
MX425889,MX425889_satellite.tif,e62676f0aec9a1e2d9d10ca5020cd839,1710534,satellite,TRUE,train_img
DT556491,DT556491_satellite.tif,9a5e55e1d23e86e1c00132031dfde2f7,1783603,satellite,TRUE,train_img
TE849584,TE849584_satellite.tif,58276c93b13156eb2a608bbfb8aab514,1355630,satellite,TRUE,train_img
FA420484,FA420484_satellite.tif,4aa95955dfc399f94aa98335e4c8a669,1417346,satellite,TRUE,train_img
BJ271017,BJ271017_satellite.tif,af0286922c33f6e37f492ae40b6e43e6,1393925,satellite,TRUE,train_img
RG934496,RG934496_satellite.tif,d5ba06f1d4427e6d7404d7b7ade996b5,1677575,satellite,TRUE,train_img
JX609185,JX609185_satellite.tif,202ad9621f2a6793e56a30005bf7b28b,1674155,satellite,TRUE,train_img
SY834021,SY834021_satellite.tif,9cd2a81797928b40096ec44b0e7572ea,1696490,satellite,TRUE,train_img
CP744871,CP744871_satellite.tif,5353c85a72246e7bd5b8712699d1b4b8,1435265,satellite,TRUE,train_img
YN716696,YN716696_satellite.tif,4775f733bf341bcc2b252397330c2805,1409969,satellite,TRUE,train_img
TI703316,TI703316_satellite.tif,1904d73954b0df4a7a36d490bfebef38,864834,satellite,TRUE,train_img
DU268698,DU268698_satellite.tif,7062424cee1c49a7d125a781121ad08f,1314590,satellite,TRUE,train_img
GD871076,GD871076_satellite.tif,805c8b9377d6d3e6196705d7b10ea55d,1613039,satellite,TRUE,train_img
BH552975,BH552975_satellite.tif,d35dfd5fa7ac039be9c074f4ffe920ce,1545533,satellite,TRUE,train_img
AX821618,AX821618_satellite.tif,7a4f75804273e00952d348863337df4e,1796891,satellite,TRUE,train_img
XC187939,XC187939_satellite.tif,291bfcc5e1a4a044eb2a23395029c3e3,1904774,satellite,TRUE,train_img
TY629411,TY629411_satellite.tif,ca9b2e475e33e75ea0dcad830815a739,1669889,satellite,TRUE,train_img
KM199937,KM199937_satellite.tif,829f48e329fafdb26a5ef924e09512d3,1719770,satellite,TRUE,train_img
QN916749,QN916749_satellite.tif,f29749dd227b965716a82653bc098462,1661236,satellite,TRUE,train_img
QA111190,QA111190_satellite.tif,06ddea3946ef886c2f6e4b20a6ff1ca7,1486146,satellite,TRUE,train_img
DK916455,DK916455_satellite.tif,176d34e3ba1486d8ee58bb68885f0503,1373515,satellite,TRUE,train_img
RE978283,RE978283_satellite.tif,13d61cb1506ef105c5f1bd234a1e0154,1806585,satellite,TRUE,train_img
AH821836,AH821836_satellite.tif,469302acc296e42af6d0f9e0de53f48f,1509164,satellite,TRUE,train_img
PU836979,PU836979_satellite.tif,2649692e46405f46af8f6a2bd5bd6eaf,1488799,satellite,TRUE,train_img
XJ963020,XJ963020_satellite.tif,9d3a1eda752efc40435046aa2ce54ad3,1596257,satellite,TRUE,train_img
DX535694,DX535694_satellite.tif,d40b2b77db74ecc5ea9cec0b94c46076,1284846,satellite,TRUE,train_img
TV324082,TV324082_satellite.tif,c67351a39e98610a2bf9dc80fb7437c3,1890278,satellite,TRUE,train_img
BC426346,BC426346_satellite.tif,648565298b7b14c8084c0913a5db9444,1476564,satellite,TRUE,train_img
ZD651510,ZD651510_satellite.tif,ac2975170c8c935255a3495e0901c8c2,1744810,satellite,TRUE,train_img
SJ214143,SJ214143_satellite.tif,474ac22e6b0b436fd6471cffb394e755,1580635,satellite,TRUE,train_img
HH516286,HH516286_satellite.tif,d9725942ae838920c8376508da1be9fb,1517157,satellite,TRUE,train_img
NG278887,NG278887_satellite.tif,6c30f0f1200b352c52a6283a8b7ffa62,1499743,satellite,TRUE,train_img
FG736032,FG736032_satellite.tif,7a26129b1e5738ed797f78ba0fd16001,1264530,satellite,TRUE,train_img
EC351807,EC351807_satellite.tif,908161fa430b7782921261c9ddcf0c24,1585598,satellite,TRUE,train_img
IB829197,IB829197_satellite.tif,3e6595524864b62881c89f5a490f2cdd,1367693,satellite,TRUE,train_img
XJ236369,XJ236369_satellite.tif,9e192dc1fe73cf9cc41e96af10962f8a,1750962,satellite,TRUE,train_img
NX144935,NX144935_satellite.tif,cb02d301c2d2842d923a7b619d02d13b,1744604,satellite,TRUE,train_img
UA915811,UA915811_satellite.tif,ce614e728e49f2a9014c1696ca065678,1674041,satellite,TRUE,train_img
HP514708,HP514708_satellite.tif,563a557264a7267971267e7ae61e6cc5,1505598,satellite,TRUE,train_img
ZX148610,ZX148610_satellite.tif,9dfb69979785fe25437be3cf85ae21d3,1306175,satellite,TRUE,train_img
YA144206,YA144206_satellite.tif,df8720c4caa7d447f2660e7ea50bc08d,1736454,satellite,TRUE,train_img
BQ313051,BQ313051_satellite.tif,6b26f378e821d770992d00e4a4d7bd51,1569514,satellite,TRUE,train_img
MT192672,MT192672_satellite.tif,362726a8bf2a8738c5e975dbe6758ec7,1535979,satellite,TRUE,train_img
OC435940,OC435940_satellite.tif,9b4b8ff22ce0e3bb3d5854207298106f,1546650,satellite,TRUE,train_img
GD284033,GD284033_satellite.tif,11596b31ef49fe5169fe79eb600c2934,1392620,satellite,TRUE,train_img
SD608964,SD608964_satellite.tif,87bcee7b9832e0f6df794b094bc4fcdd,1695704,satellite,TRUE,train_img
PN900117,PN900117_satellite.tif,80b245af7c6dccce2e845d481a7cf909,1665263,satellite,TRUE,train_img
ET321101,ET321101_satellite.tif,6cc9e044255dc8913805bc589ac7fba9,1730795,satellite,TRUE,train_img
IJ886078,IJ886078_satellite.tif,cab70401e5fabd2899208c16fa87201a,1296115,satellite,TRUE,train_img
DH418773,DH418773_satellite.tif,9d4c6440555e2165835ce70063d9a27e,1338518,satellite,TRUE,train_img
AZ653448,AZ653448_satellite.tif,8c8a2221934736b4d5b23e6d9efba457,1190644,satellite,TRUE,train_img
YG459251,YG459251_satellite.tif,dea41474af76d7d2a00d6b6798f104af,1505999,satellite,TRUE,train_img
PV677019,PV677019_satellite.tif,6f2f74aaf5f3285059c7f223301cea91,1388710,satellite,TRUE,train_img
HU492484,HU492484_satellite.tif,144d7b5a4a92617b75cef1fc919f1644,1258345,satellite,TRUE,train_img
DB207452,DB207452_satellite.tif,3f7a1bfe47c8a61a6524bb77128ea2b8,1286798,satellite,TRUE,train_img
BQ486130,BQ486130_satellite.tif,482229d61eb0d1acf9d7b260b5583659,1463056,satellite,TRUE,train_img
SW167989,SW167989_satellite.tif,adb8218a25b84e478690d899286b2265,1310331,satellite,TRUE,train_img
JS290608,JS290608_satellite.tif,cae2e92f596cea927102890737e27fb9,1244508,satellite,TRUE,train_img
WO367642,WO367642_satellite.tif,94e0ccf55f4eb23a7df011b01487545d,1230477,satellite,TRUE,train_img
FM892952,FM892952_satellite.tif,80251b52647ae38b9cc95f976103b8a5,1566288,satellite,TRUE,train_img
ST756369,ST756369_satellite.tif,0f25dc5e38740d7672d3e029f5bb7089,1555119,satellite,TRUE,train_img
TS947322,TS947322_satellite.tif,ece75ce6638f7918b501670f24a419ec,1731373,satellite,TRUE,train_img
YV410810,YV410810_satellite.tif,abd9864cb018cd1e64e082d270565039,1286519,satellite,TRUE,train_img
UT896387,UT896387_satellite.tif,468382613e6618dbf951b7477a55347e,1362274,satellite,TRUE,train_img
XV811227,XV811227_satellite.tif,b3c3000dc7c7448fbff64c93db1788d6,1307153,satellite,TRUE,train_img
OC647579,OC647579_satellite.tif,54e45bfda7659094cd2f2b4daa780277,1690371,satellite,TRUE,train_img
RZ483968,RZ483968_satellite.tif,10f70d1e5e5e4afe5c600052cb21b5cd,1328439,satellite,TRUE,train_img
QJ697144,QJ697144_satellite.tif,7dba0721720fdb09977fdd4dac8dee7f,1782739,satellite,TRUE,train_img
YZ959167,YZ959167_satellite.tif,db6b6c3964f362f84c0801595e366bae,1862709,satellite,TRUE,train_img
YE913976,YE913976_satellite.tif,df13cf8a80439e032e7b4fc87ffd4b8d,1249308,satellite,TRUE,train_img
MS687043,MS687043_satellite.tif,ab285f518dab8912e41034f1e4eabaa7,1446810,satellite,TRUE,train_img
BN752442,BN752442_satellite.tif,2df6edf37491d505d76ba597e101e41d,1571096,satellite,TRUE,train_img
RP262530,RP262530_satellite.tif,2e3a26da1dcdd01c37d0a41abdd5e7fd,1425976,satellite,TRUE,train_img
DO900893,DO900893_satellite.tif,e2ad0a57b0c0ac92f2934ebd82def536,1337769,satellite,TRUE,train_img
GJ688942,GJ688942_satellite.tif,e20f55ae653c85e279a388ee2143f1f1,1540571,satellite,TRUE,train_img
XH645252,XH645252_satellite.tif,f37cda57c9f2cb094609c5e67bea5e6c,1545373,satellite,TRUE,train_img
KV794727,KV794727_satellite.tif,8141290c3058de9b3d3685aae74496c5,1450446,satellite,TRUE,train_img
LU355812,LU355812_satellite.tif,3e0b551e2c9dd8d8509a57dc2f567303,1606288,satellite,TRUE,train_img
QE789186,QE789186_satellite.tif,82914ef1718e10ece999637dbea95b6f,1670274,satellite,TRUE,train_img
YA976579,YA976579_satellite.tif,86bcc2e8b49f7417a595b4bfc93848f2,1663434,satellite,TRUE,train_img
JA461426,JA461426_satellite.tif,92fa46494ed35f04310749994985e210,1720255,satellite,TRUE,train_img
VD249376,VD249376_satellite.tif,15eb851d6d7bbff3fc8b2aa37ab647d8,1307517,satellite,TRUE,train_img
ST555237,ST555237_satellite.tif,2a5be9106b7bce0ca6691d2925b3a566,1326580,satellite,TRUE,train_img
RZ990211,RZ990211_satellite.tif,402fabea95638e2027242f29d553422d,1163364,satellite,TRUE,train_img
MS900173,MS900173_satellite.tif,964e940e6707c8b6510cd894a36b3368,1504785,satellite,TRUE,train_img
VE555234,VE555234_satellite.tif,a8215e8380ffd41b2412046733007f7f,1433426,satellite,TRUE,train_img
CZ677360,CZ677360_satellite.tif,d7642cf96f45355ff1e19127b1053ab4,1759221,satellite,TRUE,train_img
ML526691,ML526691_satellite.tif,9c453fa3cf2ff7dff97f05533eca6984,1188161,satellite,TRUE,train_img
GA689083,GA689083_satellite.tif,5797e3c2a7558028597b473039c8c42e,1241268,satellite,TRUE,train_img
ND804655,ND804655_satellite.tif,d4810febafc3edb5557c047fbd8d71fc,1258223,satellite,TRUE,train_img
EY299529,EY299529_satellite.tif,6cc7037e8b7331267c503cb459a6050a,1455994,satellite,TRUE,train_img
KS453215,KS453215_satellite.tif,eb16f075fa6f27e40b995d5aafde363a,1278749,satellite,TRUE,train_img
YD364168,YD364168_satellite.tif,06faba57b3f9fcfab62172e8feffaf55,1203144,satellite,TRUE,train_img
YI518036,YI518036_satellite.tif,6c6b0e37e25a48f221e8562fd7005606,1203643,satellite,TRUE,train_img
HS934963,HS934963_satellite.tif,f43473debee5334994792d585729f090,1518414,satellite,TRUE,train_img
QI756451,QI756451_satellite.tif,549b0a5b58460cb80a7ac8625a562a50,1856844,satellite,TRUE,train_img
AF601656,AF601656_satellite.tif,9850b9ad09fa99efdfcdc2e9931c2ccd,1769957,satellite,TRUE,train_img
AA800151,AA800151_satellite.tif,065c3410af64673f2ceed134215d13e3,1391679,satellite,TRUE,train_img
NT509650,NT509650_satellite.tif,20e8c51d665fb07ef8c0a263c7ac17b0,1827556,satellite,TRUE,train_img
YM628376,YM628376_satellite.tif,d7ee8fab888c0baa1f2c6af2129036b4,1795209,satellite,TRUE,train_img
CV302724,CV302724_satellite.tif,68878ab22508a2caf85fa53ce807e6e1,1813523,satellite,TRUE,train_img
KA150243,KA150243_satellite.tif,03b1fbd07779108e6b68c9f79c92329c,1521741,satellite,TRUE,train_img
MQ158705,MQ158705_satellite.tif,cefb331a9905942e40cb27d798c72621,1338201,satellite,TRUE,train_img
IC407269,IC407269_satellite.tif,f7aaac057764251eb9299cfb45f1490e,1678645,satellite,TRUE,train_img
NY285796,NY285796_satellite.tif,a4fe7521d8d8dd2183156924eb2a5696,1442566,satellite,TRUE,train_img
QG710756,QG710756_satellite.tif,948fc5c422369ca195a5456ed8d2969b,1532446,satellite,TRUE,train_img
XL331222,XL331222_satellite.tif,567467aa52dadbb629b74f8f835bf0b2,1718587,satellite,TRUE,train_img
IA619326,IA619326_satellite.tif,52b56d508e22136dfcf649a35f29430f,1753719,satellite,TRUE,train_img
WO246518,WO246518_satellite.tif,451460d268d9e295419efc4878ed845e,1238526,satellite,TRUE,train_img
EL120407,EL120407_satellite.tif,28065f85e01da317e3e55b60099d0c7b,1279025,satellite,TRUE,train_img
CX615998,CX615998_satellite.tif,c63e5c479d1bd138bf5a70fdab2428eb,865891,satellite,TRUE,train_img
PM150011,PM150011_satellite.tif,84b1d01e8e3b631c4ea0c15b674cf43c,1629285,satellite,TRUE,train_img
YI123839,YI123839_satellite.tif,043f37951fd88606b72ef0c87c616218,1892199,satellite,TRUE,train_img
QV659453,QV659453_satellite.tif,cb6dad14f6ab80ebb775c1624b0907a5,1563817,satellite,TRUE,train_img
GG312511,GG312511_satellite.tif,2870809bd10aad4c2eba0d661dce1f9d,1619554,satellite,TRUE,train_img
CE429462,CE429462_satellite.tif,4ef49fa6da88b7e0a219bc5b1521b578,1827132,satellite,TRUE,train_img
FG461487,FG461487_satellite.tif,cfb12222871c7148c033faaace92ecc2,1683222,satellite,TRUE,train_img
MD589887,MD589887_satellite.tif,5b178ad118a6fcbc1a7fac9141f6e6a2,1874576,satellite,TRUE,train_img
CO111158,CO111158_satellite.tif,ffa290908d4fd558748ac51d36551305,1289500,satellite,TRUE,train_img
YN349532,YN349532_satellite.tif,73dc124435ad13f5da8bd57713560c76,1688630,satellite,TRUE,train_img
VK238785,VK238785_satellite.tif,9d43e53bece4d676683811c138b39bd7,1805955,satellite,TRUE,train_img
RS461722,RS461722_satellite.tif,a4a2d854830b7aeb14ccb9b3b189de98,1620586,satellite,TRUE,train_img
VR411142,VR411142_satellite.tif,902025435266195bdad009d605cd1889,1605276,satellite,TRUE,train_img
SB861252,SB861252_satellite.tif,4940170648ad00d470c90c782f05c588,1300460,satellite,TRUE,train_img
DN388769,DN388769_satellite.tif,8557c33449a280f2b5b2d55bdd399b17,1689477,satellite,TRUE,train_img
BH573682,BH573682_satellite.tif,f6608da0ea8e7097e547b7b1af38e1ca,1280947,satellite,TRUE,train_img
ID517710,ID517710_satellite.tif,3405a62ced522f942231ed29bf92e301,1546488,satellite,TRUE,train_img
DE585705,DE585705_satellite.tif,1f4ca7066616b755a8eadb289405155f,1377990,satellite,TRUE,train_img
FC114694,FC114694_satellite.tif,32a623ab83eef2d53890a3a312a428b0,1873477,satellite,TRUE,train_img
UC615454,UC615454_satellite.tif,2494b541d98f336c12bd84f504307cdb,1632530,satellite,TRUE,train_img
UG373781,UG373781_satellite.tif,4b0244bd91b2991528619d36e91945eb,1769595,satellite,TRUE,train_img
NF700330,NF700330_satellite.tif,20687e0f4b14f1a185fd82476298af44,1418949,satellite,TRUE,train_img
XP922497,XP922497_satellite.tif,803ef902b3fa8ef9e12c3770226567a3,1473983,satellite,TRUE,train_img
TO345224,TO345224_satellite.tif,76d8ad1c4ccbcb99357352f67a46f18b,1810861,satellite,TRUE,train_img
HR354834,HR354834_satellite.tif,1f1f0564f7dfc7070755f73acf738bfe,1832686,satellite,TRUE,train_img
QF669913,QF669913_satellite.tif,e0e9ea124a7f9a9ea4e286df5e7011da,1580744,satellite,TRUE,train_img
KN130573,KN130573_satellite.tif,6d262b58504365d03dde628c94341b0f,1340455,satellite,TRUE,train_img
SY571485,SY571485_satellite.tif,c660d3d8a9891edd34687020fadb0729,1526238,satellite,TRUE,train_img
AP923769,AP923769_satellite.tif,53e0a1e075f62c2d9e2706fd57e5f9ea,1604908,satellite,TRUE,train_img
RX767576,RX767576_satellite.tif,a7062c0538daef16c1fd70154dd27a73,1573181,satellite,TRUE,train_img
VD575606,VD575606_satellite.tif,58121168f8db39013d44e69a6b9e565f,1602762,satellite,TRUE,train_img
BM620580,BM620580_satellite.tif,ae072858347be0ce7b650d2bb7ce3e8c,1485616,satellite,TRUE,train_img
MQ917769,MQ917769_satellite.tif,4a6a8f3dd69d89126c7c218ab97b9229,1622996,satellite,TRUE,train_img
ZA482820,ZA482820_satellite.tif,ce89298daf564ee6c486b739280b67f5,1516369,satellite,TRUE,train_img
FF334784,FF334784_satellite.tif,20039b205c0e4bf2b5a73ddcd3c5a31f,1781064,satellite,TRUE,train_img
MV791593,MV791593_satellite.tif,f836cb8b79c1789f9d505d248850b61c,1761835,satellite,TRUE,train_img
YK665260,YK665260_satellite.tif,405e00451ecea6a1ddb250770a3fa25d,1649742,satellite,TRUE,train_img
DV377776,DV377776_satellite.tif,570ae025fe96bf1cde84ef5ba76c5bc5,1555706,satellite,TRUE,train_img
EX176401,EX176401_satellite.tif,05b2eb1d4e84467579d386d94a231501,1298940,satellite,TRUE,train_img
YF176287,YF176287_satellite.tif,bb7f2bf22f09a9c5bc32a3ed7d5c8b9c,1435270,satellite,TRUE,train_img
EK695451,EK695451_satellite.tif,0d941ac6e96d32e37c4c995c4c8d619f,1782450,satellite,TRUE,train_img
OY723033,OY723033_satellite.tif,c03162b03c5106ff60faa9e88fd69d69,1569029,satellite,TRUE,train_img
RS660211,RS660211_satellite.tif,0e3ff91f8db91aa8293e2f85ef0b99b8,1569467,satellite,TRUE,train_img
IH550846,IH550846_satellite.tif,d5fae2a492d633fcada1ec5ac8f8c13f,1366333,satellite,TRUE,train_img
RJ921401,RJ921401_satellite.tif,9efa6fcccdca159120b92a5076df493a,1554913,satellite,TRUE,train_img
AF233037,AF233037_satellite.tif,074cc71a749cd2d5596712ede5aeb58b,1467301,satellite,TRUE,train_img
TW865079,TW865079_satellite.tif,d8fb7e93fcfe7aa49bfe28457bd47c23,1703109,satellite,TRUE,train_img
RN854124,RN854124_satellite.tif,7b801f0df243af9c32bca1bdc04ad43c,1712550,satellite,TRUE,train_img
WI632006,WI632006_satellite.tif,579fbc1f75d073159450fabec30a362d,1731221,satellite,TRUE,train_img
UE412619,UE412619_satellite.tif,d27ab0365a9f46e2e1a4ee98633cebe8,1310804,satellite,TRUE,train_img
KX739348,KX739348_satellite.tif,7cc71f1eb9905f0c5345471e05f2fbb9,1413765,satellite,TRUE,train_img
LO756477,LO756477_satellite.tif,7288fd1ec531806763b2b5f3229dcb3e,1535593,satellite,TRUE,train_img
OZ887663,OZ887663_satellite.tif,fe82f7960ccbd9b6274fe0b24f6b5e36,1791343,satellite,TRUE,train_img
FH670392,FH670392_satellite.tif,1d77259ae751cf3a3e2eec2e8964fb56,1356651,satellite,TRUE,train_img
MP305509,MP305509_satellite.tif,7c588320749c8a1b3fc552146ce9a272,1499721,satellite,TRUE,train_img
VF127491,VF127491_satellite.tif,7006a6f9897817207a8b8dc6401e0e9e,1428142,satellite,TRUE,train_img
OI498928,OI498928_satellite.tif,a4a455ee03759f28bf0db4e870d309f6,1311342,satellite,TRUE,train_img
TC854354,TC854354_satellite.tif,57e8c008a9d94501699298d4d1734549,1324227,satellite,TRUE,train_img
OP740084,OP740084_satellite.tif,4d93bb23358f63c06275701993031b83,1724767,satellite,TRUE,train_img
MR257199,MR257199_satellite.tif,ff6d6e40bde19457679289e3c09f440f,1743095,satellite,TRUE,train_img
SN630375,SN630375_satellite.tif,c554f661fd36d8de046d139d29df67f9,1549124,satellite,TRUE,train_img
EE435666,EE435666_satellite.tif,4c503d117ca59c35886e1cd912f72131,1814882,satellite,TRUE,train_img
UR433713,UR433713_satellite.tif,503edd7dd7d25b1b118cc91f165a4d67,1512037,satellite,TRUE,train_img
UZ349017,UZ349017_satellite.tif,198cb74a60b3b0a54ca96e3bf733b8c6,1634734,satellite,TRUE,train_img
WI131350,WI131350_satellite.tif,d9f00080c3e518e81cf237ff5eddfd73,1827597,satellite,TRUE,train_img
LY509106,LY509106_satellite.tif,e0b33758781e7f851d811945cadb8060,1639294,satellite,TRUE,train_img
TK818916,TK818916_satellite.tif,9b52c7a1d6e83710b05e21099ece09b5,1619661,satellite,TRUE,train_img
IR284452,IR284452_satellite.tif,d939a4143ddda58b34b507da5ee43701,1618420,satellite,TRUE,train_img
KL381356,KL381356_satellite.tif,8e5a499641fc86bf904703df59b1b633,1537732,satellite,TRUE,train_img
QM583064,QM583064_satellite.tif,33315598fea55f9ca051cd46ce952722,866802,satellite,TRUE,train_img
GE470168,GE470168_satellite.tif,7ad1d484a88d27159000ec887bb014ec,1852008,satellite,TRUE,train_img
TJ294708,TJ294708_satellite.tif,479f4dd374e971ea9a76098d97cc7e80,1833351,satellite,TRUE,train_img
UE816728,UE816728_satellite.tif,015605b07fc8a2d874f020d7740f9af3,1660638,satellite,TRUE,train_img
SI927887,SI927887_satellite.tif,960e3b6c6b6e19ebb2aaaee1cbbc3265,1666485,satellite,TRUE,train_img
HG672713,HG672713_satellite.tif,cb8b58a812ab599c988d64f526b2801b,1527566,satellite,TRUE,train_img
SD456710,SD456710_satellite.tif,99bfb1073c3f5e9b805422c6a89fd061,1720282,satellite,TRUE,train_img
IC817718,IC817718_satellite.tif,2c5eaf6786a70ce9f628f4a4036b9079,1856766,satellite,TRUE,train_img
KF658933,KF658933_satellite.tif,c90c0c773a375654b5d4231927e3065a,1905596,satellite,TRUE,train_img
XP286540,XP286540_satellite.tif,7309528637b7ab0d9acf84f5ef0a8ff3,1790879,satellite,TRUE,train_img
KM275824,KM275824_satellite.tif,02bed4b36aef0a6bb66eea4e1192449c,1512027,satellite,TRUE,train_img
FM717741,FM717741_satellite.tif,00defc68dd25edf0cd36e99a50c91e67,1506742,satellite,TRUE,train_img
WH460002,WH460002_satellite.tif,3c35f8382e44555c9d5ac67d0418c619,1733925,satellite,TRUE,train_img
QD687132,QD687132_satellite.tif,22817ba6debe9c4d16660b836f6e6a21,1445570,satellite,TRUE,train_img
LL126905,LL126905_satellite.tif,e2f08d471de42784dd014f2bddb9eecf,1509487,satellite,TRUE,train_img
PQ375617,PQ375617_satellite.tif,19b5eb8a677cbcd99c9dc37ac3e45ca0,1562355,satellite,TRUE,train_img
RK116391,RK116391_satellite.tif,7ab0d21f274dd5750bec59fd84573038,1640818,satellite,TRUE,train_img
YP910552,YP910552_satellite.tif,8adf0abfadd9d21db318ebe161dfd93a,1601483,satellite,TRUE,train_img
UT225805,UT225805_satellite.tif,1964099a628bdbf8543f0c3a9275759b,1637776,satellite,TRUE,train_img
QS178129,QS178129_satellite.tif,a6404ffe7e42967781736a7753d91c7f,1449379,satellite,TRUE,train_img
DP728098,DP728098_satellite.tif,b506bf03dda56385c1b6152a771f8d4b,1462670,satellite,TRUE,train_img
BG646877,BG646877_satellite.tif,a7eb25d3becaa18dd1e9b79ae5ddb4d7,1824975,satellite,TRUE,train_img
KS347482,KS347482_satellite.tif,6dd91d66cc7590a5925e1e5f652cf2b3,1515154,satellite,TRUE,train_img
BC979296,BC979296_satellite.tif,6681090c806394110d56e6ea80f94196,1492673,satellite,TRUE,train_img
MJ192492,MJ192492_satellite.tif,e78eaa8ae2a4c405d2d22abbf5edf9b0,1540008,satellite,TRUE,train_img
OD442640,OD442640_satellite.tif,5c41e4206ad90b3b7c324d52bb24f987,1538203,satellite,TRUE,train_img
GD327117,GD327117_satellite.tif,336ba1a15e2001d5ba3804abe16358fd,1617163,satellite,TRUE,train_img
